MCMCU;MCSTYL;MCDL01;MCRP01;MCRP02
00004959;15;ACS BREJINHO (BARRO)*;12;OPE
00005042;15;ACS LOGRADOURO (IGUATU)*;12;OPE
00004950;15;ACS BOA ESPERANCA DOS MELOS(G*;12;OPE
00004946;15;ACS BESOURO (QUITERIANOPOLIS)*;12;OPE
00004947;15;ACS BETANIA (IBIAPINA)*;12;OPE
00004948;15;ACS BETANIA (ITAPIPOCA)*;12;OPE
00004949;15;ACS BIXOPA (LIMOEIRO DO NORTE*;12;OPE
00004940;15;ACS BARACHO (SOBRAL)*;12;OPE
00004904;16;ACF DAMAS;12;OPE
00004976;15;ACS CANOA QUEBRADA (ARACATI)*;12;OPE
00004977;15;ACS CANTA GALO (IGUATU)*;12;OPE
00005056;15;ACS NARANIU (IGUATU)*;12;OPE
00005229;15;ACS SUCESSO (TAMBORIL)*;12;OPE
00005181;15;ACS CANGATI (MOMBACA)*;12;OPE
00005182;15;ACS SAO VICENTE (MOMBACA)*;12;OPE
00005093;15;ACS SANTO ANTONIO (ACOPIARA)*;12;OPE
00005094;15;ACS SANTO ANTONIO (IGUATU)*;12;OPE
00005095;15;ACS SANTO ANTONIO (IGUIATU)*;12;OPE
00005136;15;ACS MULUNGU (PIQUET CARNEIRO)*;12;OPE
00005137;15;ACS EBRON (ACOPIARA)*;12;OPE
00005138;15;ACS SANTA FELICIA (ACOPIARA)*;12;OPE
00005139;15;ACS TRUSSU (ACOPIARA)*;12;OPE
00005130;15;ACS VARZEA GRANDE (IGUATU)*;12;OPE
00005031;15;ACS KAGADO (MARACANAU)*;12;OPE
00005032;15;ACS LADEIRA GRANDE (MARANGUAP*;12;OPE
00004978;15;ACS CAPIM (GROAIRAS)*;12;OPE
00004979;15;ACS CAPONGA (CASCAVEL)*;12;OPE
00004970;15;ACS CAJUEIRINHO (BELA CRUZ)*;12;OPE
00004933;15;ACS ARACAS (PARACURU)*;12;OPE
00004934;15;ACS ARACATIACU (SOBRAL)*;12;OPE
00004935;15;ACS ARATAMA (ASSARE)*;12;OPE
00004966;15;ACS CACHACO (UMARI)*;12;OPE
00004967;15;ACS CACIMBAS (IGUATU)*;12;OPE
00005003;15;ACS BOM FIM (SENADOR POMPEU)*;12;OPE
00005004;15;ACS FAZENDA BELA VISTA (BANAB*;12;OPE
00005126;15;ACS TUCUNS (CRATEUS)*;12;OPE
00005127;15;ACS TUINA (MASSAPE)*;12;OPE
00005129;15;ACS UMARI (IGUATU)*;12;OPE
00005120;15;ACS TANGENTE (MASSAPE)*;12;OPE
00005021;15;ACS ITAPEBUSSU (MARANGUAPE)*;12;OPE
00005022;15;ACS ITAPEIM (BEBERIBE)*;12;OPE
00004983;15;ACS CARNAUBINHA (IGUATU)*;12;OPE
00004968;15;ACS CAJAZEIRAS (IGUATU)*;12;OPE
00004969;15;ACS CAJUEIRINHO (IGUATU)*;12;OPE
00004960;15;ACS BREJO GRANDE (IGUATU)*;12;OPE
00004923;15;ACS ALMOFALA (ITAREMA)*;12;OPE
00004924;15;ACS ALTO ALEGRE (CRATEUS)*;12;OPE
00004925;15;ACS ALTO DA BELA VISTA (CRATE*;12;OPE
00004766;09;AC AMANAIRA (RERIUTABA)*;12;OPE
00004623;09;AC QUARTEL GENERAL 10 REGIAO M;12;OPE
00005057;15;ACS NOVA BETANIA (IGUATU)*;12;OPE
00005058;15;ACS OLHO D AGUA (SOBRAL)*;12;OPE
00005059;15;ACS OURO BRANCO (SOBRAL)*;12;OPE
00005050;15;ACS MOITINGA (UBAJARA)*;12;OPE
00004951;15;ACS BOA VISTA (GROAIRAS)*;12;OPE
00004952;15;ACS BOA VISTA (MARTINOPOLE)*;12;OPE
00005013;15;ACS GUANACES (IGUATU)*;12;OPE
00005015;15;ACS IBICUITINGA (IGUATU)*;12;OPE
00004984;15;ACS CASTANHAO (IGUATU)*;12;OPE
00004985;15;ACS CEMOABA (IGUATU)*;12;OPE
00005006;16;ACF SARGENTO HERMINIO*;12;OPE
00005007;15;ACS FAZENDA GUARANI (IGUATU)*;12;OPE
00005008;15;ACS FAZENDA GUARUJA (QUIXADA)*;12;OPE
00003402;15;ACS BREJO GRANDE;08;OPE
00003403;15;ACS DUAS BARRAS DO MORRO;08;OPE
00005009;15;ACS FLORES (RUSSAS)*;12;OPE
00005000;15;ACS DOM MAURICIO (QUIXADA)*;12;OPE
00004986;15;ACS CHAPADA (UBAJARA)*;12;OPE
00004909;16;ACF ESTACAO CENTRAL*;12;OPE
00004900;16;ACF JUREMA*;12;OPE
00004936;15;ACS AROEIRA (COREAU);12;OPE
00004937;15;ACS ASSIS (CRATEUS)*;12;OPE
00004938;15;ACS BAIXA FRIA (SANTANA DO AC*;12;OPE
00004939;15;ACS BANDEIRA (ITATIRA)*;12;OPE
00003389;15;ACS MORRINHOS;08;OPE
00003380;15;ACS CANABRAVINHA;08;OPE
00003371;15;ACS OLIVEIRA DOS CAMPINHOS;08;OPE
00003333;15;ACS ITAPICURU;08;OPE
00003682;15;ACS BELA FLOR;08;OPE
00003683;15;ACS ALGODOES;08;OPE
00004412;03;ACOMPANHAMENTO DA GESTAO*;12;ADM
00004930;15;ACS ANTONIO DIOGO (REDENCAO);12;OPE
00004993;15;ACS CORREGO DOS MATOS (GROAIR*;12;OPE
00004994;15;ACS CORREGO DOS RODRIGUES (IG*;12;OPE
00004995;15;ACS CROATA (SAO GONCALO DO AM*;12;OPE
00003222;16;ACF MARECHAL;08;OPE
00003223;16;ACF MARECHAL DEODORO;08;OPE
00003672;15;ACS NUGUACU;08;OPE
00003673;15;ACS BURACICA;08;OPE
00004401;03;ACAO CULTURAL E EVENTOS*;12;ADM
00003497;15;ACS POCO DO JUA;08;OPE
00003490;15;ACS SITIO ARAGAO;08;OPE
00003481;15;ACS BARROCAS;08;OPE
00003314;15;ACS SAO FELIX DO CORIBE;08;OPE
00003315;15;ACS MISSAO DO SAHI;08;OPE
00003587;15;ACS MONSENHOR OSVALDO MAGALHAE;08;OPE
00003588;15;ACS MAMOEIRO;08;OPE
00003327;15;ACS IBIAJARA;08;OPE
00003328;15;ACS TABOQUINHAS;08;OPE
00003320;15;ACS MUQUEM DE SAO FRANCISCO;08;OPE
00003589;15;ACS IGARA;08;OPE
00003580;15;ACS SITIO DAS FLORES;08;OPE
00003571;15;ACS JUREMA;08;OPE
00003461;15;ACS AGROVILA 08;08;OPE
00003462;15;ACS AGROVILA 07;08;OPE
00003463;15;ACS AGROVILA 10;08;OPE
00003354;15;ACS ARRAIAL D'AJUDA;08;OPE
00003549;15;ACS LAGOA DO 33;08;OPE
00003540;15;ACS TAPERA;08;OPE
00004987;15;ACS CODIA (IGUATU)*;12;OPE
00004988;15;ACS COLONIA DOS PESCADORES(IG*;12;OPE
00004989;15;ACS CONJUNTO ARATURI (CAUCAIA*;12;OPE
00003619;15;ACS PALMIRA;08;OPE
00003531;15;ACS GABIARRA;08;OPE
00003435;15;ACS TERRA BOA;08;OPE
00003436;15;ACS SAO MANOEL;08;OPE
00003627;15;ACS SALGADO GRANDE;08;OPE
00004980;15;ACS CARACARA (SOBRAL)*;12;OPE
00005116;15;ACS SITIO VIEIRAS (JAGUARIBE)*;12;OPE
00005117;15;ACS SUCATINGA (BEBERIBE)*;12;OPE
00005118;15;ACS TABULEIRO DO LUNA (IGUATU*;12;OPE
00005119;15;ACS TAIBA (IGUATU)*;12;OPE
00005110;15;ACS SITIO AMARO COELHO (IGUAT*;12;OPE
00004926;15;ACS ALTO DA CHEIA;12;OPE
00004927;15;ACS ALTO LINDO (IBIAPINA)*;12;OPE
00003574;15;ACS BANCO CENTRAL;08;OPE
00003575;15;ACS TAPERAPUAN;08;OPE
00003576;15;ACS FREI CALIXTO;08;OPE
00003544;15;ACS OLIVENCA;08;OPE
00003545;15;ACS MARCOLINO MOURA;08;OPE
00003546;15;ACS BARRA DO TARRACHIL;08;OPE
00003532;15;ACS DONA MARIA;08;OPE
00003533;15;ACS GEOLANDIA;08;OPE
00003336;15;ACS SALOBRINHO;08;OPE
00003407;15;ACS ITATIAIA;08;OPE
00003409;15;ACS PEDRAS ALTAS;08;OPE
00003400;15;ACS BARREIROS;08;OPE
00004928;15;ACS ANDREZA (BEBERIBE)*;12;OPE
00004929;15;ACS ANTONICO (QUIXELO)*;12;OPE
00004920;15;ACS ACUDE DOS BARROSOS (CRATE*;12;OPE
00004821;09;AC TRAPIA*;12;OPE
00004793;09;AC ESPINHO*;12;OPE
00004794;09;AC MORRINHOS NOVOS*;12;OPE
00004795;09;AC JOSE DE ALENCAR*;12;OPE
00004916;16;ACF NOVA METROPOLE;12;OPE
00005201;15;ACS PEIXE GORDO (IGUATU)*;12;OPE
00003663;15;ACS SERRA DA CANABRAVA;08;OPE
00003626;15;ACS CATINGAL;08;OPE
00003517;15;ACS ROSARIO;08;OPE
00003519;15;ACS COPIXABA;08;OPE
00004205;09;AC GUARA II;10;OPE
00005202;15;ACS INHAMUNS (IGUATU)*;12;OPE
00005348;15;ACS ESPINHO (GUARACIABA DO NO*;12;OPE
00005349;15;ACS INHUCU (SAO BENEDITO)*;12;OPE
00004056;03;ACOMPANHAMENTO DE OPERACOES;10;ADM
00004196;25;ACC I FREE PARK;10;OPE
00003653;15;ACS IGARITE;08;OPE
00003514;16;ACF GETULIO VARGAS;08;OPE
00003516;15;ACS BANCO DA VITORIA;08;OPE
00005623;03;ACOMPANHAMENTO DA GESTAO;14;ADM
00003607;15;ACS ITIUBA JEQUIE MIRIM;08;OPE
00003608;15;ACS GUARANI;08;OPE
00003634;15;ACS CAPOEIRUCU;08;OPE
00005011;15;ACS GIQUI (JAGUARUANA)*;12;OPE
00005012;15;ACS GIRAU (IGUATU)*;12;OPE
00005044;15;ACS MACEIO (IGUATU)*;12;OPE
00005045;15;ACS MARROCOS (IGUATU)*;12;OPE
00003609;15;ACS CUMURUXATUBA;08;OPE
00003600;15;ACS ITAGUACU DA BAHIA;08;OPE
00003591;15;ACS CARIACA;08;OPE
00003564;15;ACS NOVA IGUIRA;08;OPE
00003565;15;ACS VENTANIA;08;OPE
00003566;15;ACS VILA BRASIL;08;OPE
00003510;16;ACF MALHADO;08;OPE
00004691;09;AC MAPUA*;12;OPE
00004692;09;AC NOVA FLORESTA*;12;OPE
00004363;16;ACF LUZIANIA II;10;OPE
00004365;16;ACF QNO 15;10;OPE
00004291;15;ACS ITAPOA II;10;OPE
00003501;15;ACS RETIRO;08;OPE
00003502;15;ACS CAJUITA;08;OPE
00003503;15;ACS TRANCOSO;08;OPE
00003404;15;ACS GAMELEIRA DOS CRENTES;08;OPE
00003405;15;ACS GONCALO;08;OPE
00003406;15;ACS IBIAPORA;08;OPE
00003478;15;ACS AREMBEPE;08;OPE
00003479;16;ACF VALE DOS LAGOS;08;OPE
00003470;15;ACS AGROVILA 01;08;OPE
00003577;15;ACS CACHOEIRA GRANDE;08;OPE
00003578;15;ACS SAO NICOLAU;08;OPE
00003570;15;ACS AMPARO;08;OPE
00003561;15;ACS QUICE;08;OPE
00003567;15;ACS BRASILANDIA;08;OPE
00003568;15;ACS QUILOMETRO CEM;08;OPE
00003569;15;ACS LIMOEIRO;08;OPE
00003628;15;ACS AMOREIRA;08;OPE
00005154;15;ACS QUINCUNCA (FARIAS BRITO)*;12;OPE
00005155;15;ACS CARIUTABA (FARIAS BRITO)*;12;OPE
00005096;15;ACS SANTO ANTONIO (CRATEUS)*;12;OPE
00005097;15;ACS SAO JOAO (ERERE)*;12;OPE
00005098;15;ACS SAO JOAO DE DEUS (IGUATU)*;12;OPE
00005020;15;ACS IPUZINHO (IGUATU)*;12;OPE
00004921;15;ACS AGUA FRIA (QUIXERE)*;12;OPE
00004922;15;ACS AIUA (MASSAPE)*;12;OPE
00005071;15;ACS PEDRA DE FOGO (SOBRAL)*;12;OPE
00005092;15;ACS SANTO ANDRE (CRATEUS)*;12;OPE
00004791;09;AC CAIPU*;12;OPE
00004792;09;AC FLAMENGO*;12;OPE
00004696;09;AC PALESTINA*;12;OPE
00004697;09;AC SANTAREM*;12;OPE
00004973;15;ACS CAMPOS (IGUATU)*;12;OPE
00004974;15;ACS CAMURIM (IGUATU)*;12;OPE
00005017;15;ACS IGAROI (OROS)*;12;OPE
00005018;15;ACS IPUEIRAS (IGUATU)*;12;OPE
00005019;15;ACS IPUEIRAS DOS GOMES (IGUAT*;12;OPE
00005010;15;ACS GERERAU (IGUATU)*;12;OPE
00005230;15;ACS PRATA (BELA CRUZ)*;12;OPE
00005191;15;ACS CUSTODIO (QUIXADA)*;12;OPE
00005192;15;ACS CIPO DOS ANJOS (QUIXADA)*;12;OPE
00004736;09;AC ENGENHEIRO JOAO TOME*;12;OPE
00004806;09;AC LIVRAMENTO*;12;OPE
00004800;09;AC SUSSUANHA (GUARACIABA DO NO;12;OPE
00005091;15;ACS SANTANA (CRATEUS)*;12;OPE
00005310;15;ACS MACARAU (SANTA QUITERIA)*;12;OPE
00005791;09;AC JARDIM DA PENHA;14;OPE
00004323;15;ACS PARQUE SOL NASCENTE;10;OPE
00004324;15;ACS PIPIRIPAU;10;OPE
00004325;15;ACS POSSE D ABADIA;10;OPE
00004376;15;ACS EDILANDIA;10;OPE
00004377;16;ACF SETOR GRAFICO;10;OPE
00005200;15;ACS OLHO D AGUA DA BICA (TABU*;12;OPE
00005016;15;ACS IDEAL (ARACOIABA)*;12;OPE
00005211;15;ACS BETANIA (DEP.IRAPUAN PINH*;12;OPE
00005212;15;ACS BOA VISTA (MIRAIMA)*;12;OPE
00005123;15;ACS TRANQUEIRAS (IGUATU)*;12;OPE
00005124;15;ACS TRAPIA (IGUATU)*;12;OPE
00005125;15;ACS TRAPIA (IGUATU)*;12;OPE
00005113;15;ACS SITIO ESTRELA (IGUATU)*;12;OPE
00005114;15;ACS SITIO OITIS (IGUATU)*;12;OPE
00005115;15;ACS SITIO TRIUNFO (IGUATU)*;12;OPE
00005146;15;ACS VARZEA (CEDRO)*;12;OPE
00005147;15;ACS MARIZEIRAS (IGUATU)*;12;OPE
00005148;15;ACS CAICARA (CRUZ)*;12;OPE
00005149;15;ACS IBIAPABA (CRATEUS)*;12;OPE
00005140;15;ACS SANTO ANTONIO DE BARRO(IG*;12;OPE
00005041;15;ACS LISIEUX (SANTA QUITERIA)*;12;OPE
00005072;15;ACS PEDRAS (IGUATU)*;12;OPE
00005133;15;ACS VILA LAMAJU (IGUATU)*;12;OPE
00005135;16;ACF BUY CENTER;12;OPE
00005166;15;ACS FELIZARDO (IPAUMIRIM)*;12;OPE
00005167;15;ACS VARZEA DO GILO (IPU)*;12;OPE
00005168;15;ACS BAIXIO (DEP.IRAPUAN PINHE*;12;OPE
00005169;15;ACS FEITICEIRO (JAGUARIBE)*;12;OPE
00005156;15;ACS VARZEA DOS ESPINHOS (IGUA*;12;OPE
00005158;15;ACS PEDRINHAS (ICO)*;12;OPE
00005159;15;ACS LIMA CAMPOS (ICO)*;12;OPE
00005051;15;ACS MONTE ALEGRE (CANINDE)*;12;OPE
00005052;15;ACS MONTE SINAI (IGUATU)*;12;OPE
00004975;15;ACS CANINDEZINHO (NOVA RUSSAS*;12;OPE
00003193;16;ACF PAU DA LIMA;08;OPE
00003454;15;ACS AFRANIO PEIXOTO;08;OPE
00003455;15;ACS NOVA COLINA;08;OPE
00003456;15;ACS CANATIBA;08;OPE
00003424;15;ACS IBIRAJA;08;OPE
00003430;15;ACS SALOMAO;08;OPE
00003421;15;ACS CENTRAL DE TURISMO;08;OPE
00003343;16;ACF CRUZ DA REDENCAO;08;OPE
00003412;15;ACS SANTO AGOSTINHO;08;OPE
00003671;15;ACS BAIXA GRANDE;08;OPE
00003582;15;ACS SAO JOAO DA VITORIA;08;OPE
00003583;15;ACS TRIUNFO;08;OPE
00003644;15;ACS CACIMBAS;08;OPE
00003646;15;ACS PIAUS;08;OPE
00004361;16;ACF CLS 312;10;OPE
00003383;15;ACS DESCOBERTO;08;OPE
00003377;15;ACS BREJINHO DAS AMETISTAS;08;OPE
00003378;15;ACS CALDEIRAS;08;OPE
00003379;15;ACS CANABRAVA;08;OPE
00003370;15;ACS NOVA PITANGUINHA;08;OPE
00003361;15;ACS HUMILDES;08;OPE
00004326;15;ACS POVOADO JK;10;OPE
00004327;15;ACS QUEBRADA DOS NERES;10;OPE
00004328;15;ACS REGIAO DO IPE;10;OPE
00004329;15;ACS RIACHO FUNDO;10;OPE
00004320;15;ACS PARQUE NOVA FRIBURGO;10;OPE
00004285;15;ACS AGROVILA SAO SEBASTIAO;10;OPE
00004321;15;ACS PARQUE DA BARRAGEM;10;OPE
00004322;15;ACS PARQUE SAO BERNARDO;10;OPE
00003484;16;ACF PERIPERI;08;OPE
00003485;16;ACF GARCIA;08;OPE
00003901;03;ACOMPANHAMENTO DA GESTAO;10;ADM
00004314;15;ACS OLHOS D AGUA;10;OPE
00004315;15;ACS PANORAMA;10;OPE
00004346;16;ACF CND 05;10;OPE
00004347;16;ACF CANDANGOLANDIA;10;OPE
00004304;16;ACF POSTO B 4;10;OPE
00003262;15;ACS NOVA FATIMA;08;OPE
00003263;15;ACS MONTE PASCOAL;08;OPE
00003487;15;ACS SERGI;08;OPE
00003488;15;ACS AFLIGIDOS;08;OPE
00004289;15;ACS INCRA-8;10;OPE
00004183;09;AC GAMA OESTE;10;OPE
00004134;09;AC MINISTERIO DA FAZENDA;10;OPE
00004316;15;ACS PARQUE ALVORADA-II;10;OPE
00004317;15;ACS PARQUE ARARUAMA;10;OPE
00004318;15;ACS PARQUE ESTRELA DALVA VI;10;OPE
00004319;15;ACS PARQUE NAPOLIS;10;OPE
00004310;15;ACS LAGOLANDIA;10;OPE
00003155;15;ACS APUAREMA;08;OPE
00003156;15;ACS CATOLEZINHO;08;OPE
00003189;15;ACS GAMELEIRA DA LAPA;08;OPE
00003180;15;ACS PATAMUTE;08;OPE
00004439;03;ACAO CULTURAL E EVENTOS*;12;ADM
00003489;15;ACS IBITIRA;08;OPE
00003471;15;ACS LAGEDO ALTO;08;OPE
00003472;15;ACS JOAO AMARO;08;OPE
00003394;15;ACS TRAIRAS;08;OPE
00003395;15;ACS VARZINHA;08;OPE
00003396;15;ACS ALEGRE;08;OPE
00003642;15;ACS PICOS;08;OPE
00003643;15;ACS BELA VISTA DE COVAS;08;OPE
00003444;15;ACS GUIGO;08;OPE
00003445;15;ACS SITIO DO CONDE;08;OPE
00004296;15;ACS JARDIM PAQUETA II;10;OPE
00004297;16;ACF S I G;10;OPE
00004299;16;ACF EQNP 10/14;10;OPE
00004290;15;ACS ITAPOA I;10;OPE
00004192;09;AC SOBRADINHO CENTRO;10;OPE
00004353;16;ACF SAMAMBAIA II;10;OPE
00004354;16;ACF SCLRN 712;10;OPE
00003605;15;ACS ARGOIM;08;OPE
00004286;15;ACS BURITI VERMELHO;10;OPE
00004287;15;ACS COLONIA AGRICOLA SAO JOSE;10;OPE
00004288;15;ACS COL. AGRICULA VICENTE PIRE;10;OPE
00002332;15;ACS PACARAIMA;06;OPE
00002334;15;ACS IRACEMA;06;OPE
00002335;15;ACS CAROEBE;06;OPE
00002322;15;ACS VILA DE CACHOEIRINHA;06;OPE
00003606;15;ACS CAMURUGI;08;OPE
00003597;15;ACS LAGOA VERDE;08;OPE
00003598;15;ACS SERRARIA II;08;OPE
00003599;15;ACS RIACHO DA GUIA;08;OPE
00003590;15;ACS CARRAPICHEL;08;OPE
00003581;15;ACS POCO DE FORA;08;OPE
00003554;16;ACF AGUAS CLARAS;08;OPE
00003555;15;ACS DOMINGOS SILVA;08;OPE
00003556;15;ACS RECIFE DE JOAO ANDRE;08;OPE
00004331;15;ACS RODEADOR;10;OPE
00003417;15;ACS AEROPORTO DE ILHEUS;08;OPE
00003418;15;ACS BARRA DE CARAVELAS;08;OPE
00003419;15;ACS BATINGA;08;OPE
00003410;15;ACS QUARACU;08;OPE
00003401;15;ACS BATE PE;08;OPE
00003372;15;ACS PALMARES;08;OPE
00003373;15;ACS PARAFUSO;08;OPE
00003178;15;ACS PINTO;08;OPE
00003179;16;ACF DJALMA DUTRA;08;OPE
00003446;15;ACS LAGOA CLARA;08;OPE
00003384;15;ACS GUIRAPA;08;OPE
00003385;15;ACS ITAGUASSU;08;OPE
00003386;15;ACS ITANAJE;08;OPE
00003604;15;ACS MIMOSO;08;OPE
00003229;16;ACF SANDRA REGINA;08;OPE
00003220;16;ACF IBIRAPUERA;08;OPE
00003185;15;ACS JUCURUCU;08;OPE
00002761;09;AC RUMO;08;OPE
00003174;15;ACS RIBEIRAO DO LARGO;08;OPE
00003176;15;ACS PONTO NOVO;08;OPE
00003167;15;ACS NOVO HORIZONTE;08;OPE
00003168;15;ACS NOVA REDENCAO;08;OPE
00002285;09;ACC I PACARAIMA;06;OPE
00003002;09;AC SAO ROQUE DO PARAGUACU;08;OPE
00003397;15;ACS ANGICO;08;OPE
00003398;15;ACS ANTARI;08;OPE
00003399;15;ACS BANDEIRA DO COLONIA;08;OPE
00004307;16;ACF SETOR COMERCIAL SUL;10;OPE
00004309;15;ACS BICA DO DER;10;OPE
00004300;16;ACF EQNM 05/07;10;OPE
00004356;16;ACF LAGO SUL II;10;OPE
00003160;16;ACF AGUAS CLARAS;08;OPE
00004357;16;ACF PARANOA;10;OPE
00004358;15;ACS GIRASSOL;10;OPE
00002492;03;ACOMPANHAMENTO DE OPERACOES*;08;ADM
00002323;15;ACS VILA DE CAROEBE;06;OPE
00002324;15;ACS CABURY;06;OPE
00002325;15;ACS MOCAMBO;06;OPE
00003034;09;AC ITAMIRA;08;OPE
00003035;09;AC PORTO SAUIPE;08;OPE
00003036;09;AC SALGADALIA;08;OPE
00003051;09;AC GAMELEIRA DA LAPA;08;OPE
00003022;09;AC IGARA;08;OPE
00003023;09;AC SAO JOSE DO PAIAIA;08;OPE
00003157;15;ACS BURIL;08;OPE
00003158;15;ACS BANDIACU;08;OPE
00004311;15;ACS MARIAPOLIS;10;OPE
00004312;15;ACS MESTRE D ARMAS;10;OPE
00004374;16;ACF QUADRA CENTRAL;10;OPE
00004375;16;ACF POSTAL SUL;10;OPE
00003584;15;ACS BOA UNIAO;08;OPE
00003585;15;ACS LAGOA GRANDE;08;OPE
00003586;15;ACS JUCA ROSA;08;OPE
00002240;09;AC CARACARAI;06;OPE
00002284;09;ACC I RORAINOPOLIS;06;OPE
00003390;15;ACS MUTAS;08;OPE
00003447;15;ACS CAETE ACU;08;OPE
00003448;15;ACS OURICURI DO OURO;08;OPE
00003347;15;ACS ITAMOTINGA;08;OPE
00003348;15;ACS SANTANA DO SOBRADO;08;OPE
00003422;15;ACS CRUZEIRO DO SUL;08;OPE
00003423;15;ACS CURVELO DA CONCEICAO;08;OPE
00002707;09;AC ALAMEDA DA BARRA;08;OPE
00003052;09;AC AVENIDA ESTADOS UNIDOS;08;OPE
00003053;09;AC UNEB;08;OPE
00003449;15;ACS FEIRA NOVA;08;OPE
00003431;15;ACS SANTA RITA DO PLANALTO;08;OPE
00003432;15;ACS VILA REZENDE;08;OPE
00003433;15;ACS PORTO NOVO;08;OPE
00003387;15;ACS MANIACU;08;OPE
00003388;15;ACS MOCAMBO;08;OPE
00003560;15;ACS POCOS;08;OPE
00003551;15;ACS ACUDINA;08;OPE
00003524;15;ACS CANOAO;08;OPE
00003525;15;ACS CORONEL JOAO BORGES;08;OPE
00003526;15;ACS ALVORADA;08;OPE
00003557;15;ACS RAINHA DE SAO CRISTOVAO;08;OPE
00003559;16;ACF NELSON COSTA;08;OPE
00003541;15;ACS BEZERRA;08;OPE
00003413;15;ACS SOARES;08;OPE
00003681;15;ACS SITIO DO RIO GRANDE;08;OPE
00003592;15;ACS CATUNI;08;OPE
00003593;15;ACS MOISES REIS;08;OPE
00003654;15;ACS;08;OPE
00003655;15;ACS UNIAO BAIANA;08;OPE
00003325;15;ACS CASCAVEL;08;OPE
00003326;15;ACS ITABATAN;08;OPE
00004153;09;AC TELEBRASILIA;10;OPE
00004362;15;ACS BOA VISTA II;10;OPE
00003495;16;ACF AQUIDABA;08;OPE
00003496;15;ACS JOAO PAULO II;08;OPE
00003391;15;ACS PAJEU DO VENTO;08;OPE
00003362;15;ACS ABRANTES;08;OPE
00003363;15;ACS ARATU;08;OPE
00003359;16;ACF PIONEIRO;08;OPE
00003686;15;ACS JUPAGUA;08;OPE
00004372;16;ACF CIDADE OCIDENTAL II;10;OPE
00003443;15;ACS PRAIA DO FORTE;08;OPE
00003437;15;ACS SANTANA DO SOBRADO;08;OPE
00003438;15;ACS BONFIM DA FEIRA;08;OPE
00003439;15;ACS ITAPORA;08;OPE
00004190;09;AC RODOVIARIA DE TAGUATINGA;10;OPE
00003425;15;ACS JUERANA;08;OPE
00003426;15;ACS MERCEARIA SAPETINGA;08;OPE
00003317;16;ACF ORLANDO OLIVEIRA PIRES;08;OPE
00003392;15;ACS POCO DE JUA;08;OPE
00003393;15;ACS SAO TIMOTEO;08;OPE
00003886;03;ACAO CULTURA E EVENTOS;10;ADM
00003457;15;ACS AGROVILA 03;08;OPE
00003427;15;ACS PONTA DE AREIA;08;OPE
00003428;15;ACS POSTO JARDIM NOVO;08;OPE
00003429;15;ACS POSTO SANTO ANTONIO;08;OPE
00003420;15;ACS CENTRAL DE ABASTECIMENTO;08;OPE
00003411;15;ACS SALOBRO;08;OPE
00003382;15;ACS CATOLES;08;OPE
00004343;16;ACF CNB 06;10;OPE
00004344;16;ACF CNG 01;10;OPE
00004179;09;AC CEILANDIA;10;OPE
00003527;15;ACS COCAL;08;OPE
00003528;15;ACS PRAIA DE IPITANGA;08;OPE
00003529;16;ACF PARIPE;08;OPE
00003520;15;ACS CAIUBI;08;OPE
00003511;16;ACF BANDEIRA;08;OPE
00003374;15;ACS PITANGA DE PALMARES;08;OPE
00003375;15;ACS SANTO ANTONIO DO RIO DAS P;08;OPE
00003376;15;ACS BOQUEIRAO;08;OPE
00003656;15;ACS CALDEIRAO DO MULATO;08;OPE
00003458;15;ACS AGROVILA 04;08;OPE
00003459;15;ACS AGROVILA 05;08;OPE
00003450;15;ACS CEDROLANDIA;08;OPE
00004336;15;ACS TRAJANOPOLIS;10;OPE
00004337;15;ACS TRECHO 03 LAGO NORTE;10;OPE
00004338;15;ACS VILA MUTIRAO;10;OPE
00004339;15;ACS VILA PROPICIO;10;OPE
00004293;15;ACS JARDIM DAS PAINEIRAS;10;OPE
00004294;15;ACS JARDIM LAGO AZUL;10;OPE
00004295;15;ACS JARDIM PAQUETA I;10;OPE
00002336;15;ACS CANTA;06;OPE
00003676;15;ACS ICOZEIRA;08;OPE
00003602;15;ACS SAO JOSE DO COLONIA;08;OPE
00003603;15;ACS AFLIGIDOS;08;OPE
00003664;15;ACS CALDEIRAO DO ALMEIDA;08;OPE
00003665;15;ACS BARRA DE CARAVELAS;08;OPE
00003507;15;ACS ACUPE;08;OPE
00003509;15;ACS ENTROCAMENTO;08;OPE
00003018;09;AC BOA VISTA LAGAMAR;08;OPE
00003019;09;AC BOCA DO RIO;08;OPE
00003001;09;AC ITAIGARA;08;OPE
00002790;09;AC IBIAJARA;08;OPE
00003272;16;ACF CAJAZEIRAS;08;OPE
00001934;15;ACS BARRA DE CAMARAGIBE;04;OPE
00001935;15;ACS TIMBO;04;OPE
00002286;09;ACC I CANTA;06;OPE
00002287;09;ACC I SANTA LUZIA;06;OPE
00003500;15;ACS NAZARE DE JACUIPE;08;OPE
00003491;15;ACS ARAPIRANGA;08;OPE
00003492;15;ACS JOAO CORREIA;08;OPE
00003364;15;ACS GOES CALMON;08;OPE
00003365;15;ACS ILHA DE MARE;08;OPE
00003366;15;ACS MAPELE;08;OPE
00003647;15;ACS JUCURUCI DA LESTE;08;OPE
00003648;15;ACS BAIACU;08;OPE
00003649;15;ACS CACHA PREGO;08;OPE
00003292;16;ACF CARLOS GOMES;08;OPE
